-7.540573,-0.171388,5.673364
-4.647208,-2.583455,6.551632
-5.794544,-0.473605,4.84127
-0.318637,-6.319923,8.068063
-2.334046,-6.542493,7.587849
3.951914,-6.446161,-1.063637
7.575316,-6.10176,-1.306292
5.207959,-1.410162,-2.771453
6.140428,0.87,-4.782426
6.999257,1.061404,-6.337707
0.983952,-2.198443,-4.114012
1.394876,0.519618,-6.544059
-0.760484,5.461489,-8.084372
-4.88694,6.017127,-3.668509
-7.236445,6.254493,1.294122
-7.124867,5.399472,-1.973113
-5.464274,-0.375384,-0.431526
-6.96834,0.477118,5.406508
-6.89948,0.258956,4.783313
1.072257,-6.356441,6.676462
2.311406,-7.608121,8.358484
2.93082,-3.709526,0.472536
4.878965,-3.725897,0.509476
7.586792,-6.212888,1.674344
5.916317,-5.489771,0.399294
7.702833,-0.523974,-4.854713
4.855374,2.665041,-6.715063
5.877424,1.792705,-4.941012
0.018328,7.091885,-8.027052
2.41852,6.345788,-7.402902
-3.157488,5.539562,1.02026
-7.605607,5.800853,0.86677
-5.786893,2.614986,2.879336
-5.770634,-0.526178,6.034479
-6.938054,-1.362311,6.158036
-0.725735,1.811594,4.304373
-1.428355,-0.146518,6.414383
-0.233838,-5.074223,8.103092
4.097603,-6.363366,4.240684
6.908082,-6.608917,-1.264257
7.12518,-5.031095,1.212282
5.605175,0.440915,0.541639
6.714893,-0.111889,-5.387152
6.909357,-1.394106,-4.584991
-1.450989,5.223809,-6.217654
-2.430959,7.037423,-8.327027
-3.976149,3.974017,-0.491712
-5.728235,4.014312,-0.249058
-7.275656,6.021535,-1.996678
-5.409123,4.925999,-1.107264
-7.830037,1.159939,3.191411
-4.935716,-2.226146,6.749068
-6.266358,-2.288479,5.104941
0.559638,-7.535085,7.970619
-2.107065,-6.305756,7.167185
2.831357,-5.169925,-1.192926
7.771692,-5.884857,-0.200654
5.848414,-3.086519,-2.508418
5.620477,0.768632,-6.536734
7.056321,2.212031,-6.445978
0.358799,-0.783377,-4.388193
1.179372,0.39275,-6.52527
0.846233,5.203346,-8.095836
-3.874454,6.738355,-4.207635
-6.581006,6.748743,1.072167
-6.950487,4.33888,-0.091109
-5.929075,-0.529011,0.467441
-6.859313,-0.540344,6.406422
-6.517885,1.920203,3.908547
1.294137,-4.326867,6.28
2.231707,-6.809451,8.315812
4.875777,-4.11563,0.575712
6.385899,-4.175759,-0.104803
7.317412,-6.038483,1.527223
5.133361,-4.143333,0.983639
7.888689,-1.559066,-2.781643
5.105308,1.733836,-6.69532
6.754105,2.654652,-5.377598
-0.574946,7.959499,-7.815287
1.902075,6.298881,-7.085095
-2.488661,4.712244,1.192857
-7.80549,5.747021,-0.170402
-6.147448,4.094274,1.852991
-5.375012,-0.246627,6.632517
-6.908088,-2.248813,6.115364
-0.313536,-0.428587,4.505311
-1.51156,-1.101334,6.670412
-1.625369,-5.097834,8.10341
2.702565,-6.730434,4.037199
6.010998,-6.939467,-1.100258
7.104458,-4.696453,-0.621956
6.051804,0.328843,-0.80124
6.746454,1.107366,-6.586412
6.553903,-2.614621,-3.846838
-1.257801,2.804501,-6.075309
-2.115354,6.248512,-8.334988
-5.205096,4.61969,-1.06109
-6.900118,4.898296,0.318091
-7.407636,6.072534,-1.187194
-4.497375,3.079959,-1.433669
-7.879769,1.716207,1.504932
-5.302646,-1.128722,6.87135
-6.571442,-2.898264,5.079466
0.954623,-8.180759,7.841012
-0.945702,-6.512271,6.945548
3.054193,-4.273035,-1.419021
7.825568,-5.46805,0.809769
6.185378,-4.561714,-1.067777
5.564688,0.001127,-6.716018
6.970884,2.376361,-6.056521
0.356567,1.804038,-4.746124
1.711437,2.937036,-6.711242
2.295466,5.373028,-8.070361
-1.841192,6.380417,-3.596859
-5.384895,6.596061,0.822825
-7.075135,4.805113,1.47882
-6.483137,0.274696,1.793761
-6.801292,-1.876394,7.237561
-6.336492,2.786242,3.900268
1.020932,-1.603139,5.977159
1.512192,-5.864709,8.329824
5.43494,-4.829302,1.651416
7.271187,-5.185981,-0.544255
7.216036,-5.80521,0.81964
4.368258,-2.14587,1.276926
8.018119,-1.922671,-1.187831
5.240795,0.15381,-6.614116
6.608417,2.390528,-5.015209
-0.909998,8.22929,-7.756693
0.380795,6.134236,-6.643095
-3.09086,3.863834,1.498245
-7.737268,5.501155,-0.725768
-6.217263,5.490767,0.105689
-5.65555,0.59045,6.051357
-6.900118,-2.017428,5.681643
-0.962917,-2.545363,5.716035
-1.659799,-3.700082,6.383812
-2.751346,-5.334256,8.08303
0.45348,-6.015188,3.495844
5.119016,-6.725712,-0.191419
7.185113,-4.810414,-1.293236
6.647947,-0.808876,-1.934582
6.645397,2.761058,-7.408316
5.886669,-2.41818,-3.778054
-1.209663,0.866852,-6.046012
-1.67255,5.693818,-8.270662
-5.784024,5.253715,-2.032981
-7.546949,5.613227,0.544823
-7.202653,5.434731,-0.364971
-3.882105,1.014183,-0.887856
-8.006649,1.489229,1.340296
-5.392227,0.506081,6.37617
-6.333623,-1.678064,5.113858
1.193399,-8.109927,7.793882
0.774823,-6.411217,6.370438
4.00324,-3.743526,-1.505638
7.780937,-5.221239,0.896067
6.10568,-5.668898,0.747354
5.519101,-0.74497,-5.75177
7.026354,1.702985,-5.814185
1.221452,3.40075,-5.825331
1.263852,5.26253,-6.70137
2.717548,5.595598,-8.113032
-0.225549,5.41836,-2.831957
-5.023065,6.399935,-0.184095
-7.264498,4.839112,1.275334
-6.744228,1.71841,2.604201
-6.851343,-3.344978,7.868398
-5.257696,1.948221,3.219753
0.837307,-0.449364,6.40674
1.11912,-5.7306,8.290655
5.481483,-5.3182,2.271108
7.378302,-5.90469,-0.655392
7.367463,-5.7561,-0.514958
3.9347,0.044571,-0.046527
7.937783,-1.166185,-1.694157
5.620477,-1.258424,-6.354266
6.056586,0.325695,-4.657915
-1.346744,6.998072,-7.791404
-1.416241,6.468563,-6.438335
-4.63605,4.236882,1.236802
-7.708896,5.318251,-0.779267
-6.052129,5.73191,-1.719632
-5.50508,0.899592,4.698607
-6.868558,-1.00878,5.655213
-1.755755,-3.842376,5.584518
-1.341324,-6.01928,7.066238
-2.694282,-5.730285,8.069655
-0.480902,-5.134667,2.192134
5.081717,-6.391699,0.49228
7.379577,-5.14537,-1.376349
6.924978,-2.252905,-2.940865
6.91924,3.850612,-8.038198
5.044737,-1.036168,-3.531897
-0.765584,0.30964,-6.216698
-0.729242,5.929925,-8.280215
-4.865581,5.786057,-3.030984
-7.323794,6.150606,0.405982
-7.670322,5.774095,0.815182
-4.188146,-1.251498,0.717738
-7.638124,0.327899,2.303589
-5.801557,1.268863,6.402919
-5.181186,0.160735,3.840719
1.640984,-6.577122,7.900561
2.453269,-6.772933,6.515648
5.611232,-4.349848,-1.260117
7.754796,-5.322608,0.402479
5.623346,-5.595232,2.038644
5.679773,-0.930707,-4.375455
6.744541,-0.026891,-5.29735
2.712766,3.787335,-6.002704
1.382443,7.167754,-6.976187
2.506507,5.867908,-8.014633
0.600125,4.496915,-1.477615
-5.09575,6.002331,-0.76016
-7.464063,5.532951,1.078217
-7.156746,3.289937,2.817558
-7.051226,-3.817191,8.08494
-4.903199,0.15318,4.240047
0.261248,-0.53877,5.951365
0.160828,-6.005743,8.263906
3.826629,-5.612232,3.757605
6.629457,-6.342274,-0.052259
7.715585,-6.058631,-1.180825
4.392805,1.849056,-1.582064
7.695182,0.317825,-2.934177
5.853196,-1.41268,-6.106835
4.617873,-1.442902,-3.652587
-1.312314,5.148884,-7.864009
-2.654114,6.48997,-6.181032
-6.10186,5.15581,0.677933
-7.621547,5.435675,0.281152
-5.266941,5.554988,-2.213857
-5.804426,0.699059,3.492659
-6.541157,1.099811,5.219581
-3.697205,-3.301849,6.546537
-1.134428,-7.502345,6.859886
-2.038844,-6.026521,8.075705
-0.446791,-4.14837,0.876323
5.430795,-5.60688,1.008159
7.530366,-5.572251,-0.070411
7.156422,-3.893375,-2.531346
6.836672,3.78702,-8.004124
4.33351,0.983016,-4.292978
0.175811,1.612949,-6.406809
-0.11174,6.405287,-8.192006
-3.091498,5.433156,-3.868174
-5.958722,6.0952,-0.293003
-7.768191,5.966128,1.148912
-4.41417,-2.198128,2.483829
-7.644181,-1.142889,4.330167
-5.926205,0.942406,5.705208
-3.862658,1.800261,4.027645
1.098398,-4.468846,7.91521
3.143137,-6.793081,6.124281
6.598853,-5.230054,-0.619408
7.568621,-5.318515,-0.95473
4.941448,-5.395329,2.591144
5.816216,-0.630065,-2.772408
6.438819,-1.98091,-5.274741
4.273577,2.676374,-6.21638
1.107006,7.923296,-7.150694
1.355027,6.126366,-8.071953
-0.464644,3.659523,0.362036
-5.618889,5.430638,-0.658895
-7.548224,5.465897,-0.332808
-6.637751,4.882241,1.846622
-7.149733,-3.168685,7.729238
-3.741198,-1.59338,4.309468
-1.043891,-2.180499,6.724229
-0.283888,-6.633787,8.17506
1.80835,-5.174018,3.954722
5.047287,-6.090427,0.651502
7.913874,-6.301034,-1.084973
4.82477,2.244456,-3.112506
7.472346,1.929962,-4.96999
6.226184,-0.172333,-5.9094
3.021995,-2.223313,-3.472348
-1.017112,3.471896,-7.935977
-3.094048,6.738355,-6.231665
-6.931679,5.823834,0.18116
-7.390103,5.423397,1.514485
-4.916907,4.902074,-2.529117
-5.831843,-0.031613,2.522997
-6.131508,2.312455,5.459051
-4.946236,-1.666101,5.498538
-0.919243,-7.926393,7.561418
-0.531909,-6.35707,8.024754
1.381168,-3.825061,-1.239418
6.117794,-5.29459,0.672519
7.450986,-5.294275,1.058792
6.716169,-5.153555,-1.344187
7.303066,2.783724,-7.272658
3.648105,2.440582,-4.773828
1.011049,3.510933,-6.496292
-0.096119,7.065441,-8.15029
-1.177146,5.064515,-4.172606
-4.73902,5.573876,-0.872571
-8.056699,6.430786,0.453111
-5.63706,-2.333811,3.520364
-7.096176,-2.540326,5.883855
-6.391006,-0.915282,5.863475
-1.832903,1.749262,3.255737
1.049623,-3.420532,7.979217
3.024864,-6.618676,6.370756
7.041975,-6.20061,0.352802
7.472983,-5.841413,-1.981393
4.54742,-4.348904,1.63008
6.00271,0.693392,-2.611275
5.756283,-2.571177,-5.414219
5.824186,0.338602,-5.46326
0.807659,7.422435,-7.398125
0.064871,6.380102,-7.973872
-2.476865,4.069404,1.79185
-6.539563,5.249623,-0.070092
-7.20871,5.237345,-1.285911
-6.816275,5.596542,0.599596
-7.375438,-1.457068,5.916337
-3.348445,-2.604862,5.540573
-1.692634,-3.983096,6.145616
0.16561,-7.268757,8.113282
0.070928,-4.75847,4.449584
4.023962,-5.49953,1.413538
8.141492,-6.74523,0.231156
5.866266,1.966165,-3.997144
7.152277,2.948684,-6.594691
6.534775,1.841815,-5.823738
1.251738,-1.331144,-3.751305
-0.71139,3.584598,-7.979604
-2.187082,6.38262,-6.260643
-6.606828,6.800372,-1.291006
-7.46757,5.94598,2.029409
-4.153079,4.239401,-0.922567
-6.426073,-1.29746,3.084096
-5.702413,2.690226,5.848827
-6.092297,0.707873,5.210346
-0.605869,-6.783322,7.437544
0.111096,-6.582788,8.09927
3.277348,-4.219832,-2.125967
6.868552,-5.000558,-0.637241
7.237395,-5.065409,1.550469
6.484725,-5.641824,0.084672
7.261305,0.543543,-5.380464
2.932414,2.210457,-5.556564
2.260399,4.723262,-6.685766
-0.488234,7.548988,-8.084054
0.166566,4.452526,-4.044592
-3.778816,5.144791,-1.399914
-8.10675,6.672245,-0.90346
-5.699544,-1.229461,3.732129
-7.193408,-2.981373,6.987582
-6.710436,-2.451235,5.510321
-0.403435,0.475544,4.311379
0.656551,-3.634287,8.044498
1.797511,-6.165037,6.100079
6.194623,-6.818265,1.627851
7.501675,-6.191795,-2.499183
4.314063,-4.022132,0.163964
6.32756,1.739188,-3.340194
5.623984,-2.373477,-6.124986
6.257744,-1.912282,-4.621612
0.794589,5.655726,-7.586963
-0.262848,6.466989,-8.13596
-4.375915,4.553895,2.46727
-6.984917,5.277641,1.547922
-7.261948,4.687374,-0.991032
-5.544929,5.587728,-0.530244
-7.522721,0.521821,4.847002
-2.859736,-1.619824,5.648207
-3.021364,-4.915245,6.581248
0.580997,-7.699101,8.065197
-0.357529,-4.339144,3.764292
3.80782,-4.857635,1.353671
8.101324,-6.607658,1.872735
5.930344,0.295159,-3.104545
7.23867,2.62506,-7.079045
7.048032,3.156458,-5.700182
-0.542748,0.860871,-4.395835
-0.933269,4.470471,-8.020047
-1.093304,5.83139,-6.04856
-5.448654,6.501933,-2.047948
-7.428039,6.133921,2.067941
-4.825732,4.045164,0.208228
-6.367734,-2.224572,3.96109
-5.187243,1.448304,6.43954
-6.798104,2.708799,4.117765
-0.765584,-5.087131,7.827001
0.357842,-6.591918,8.118695
5.386802,-5.017243,-2.856159
7.351842,-5.389977,-2.374034
6.823921,-4.295071,0.756907
5.702726,-5.199517,0.818685
7.632061,-1.142259,-4.306671
2.579511,1.124051,-5.399571
3.131341,5.339343,-6.424324
-1.076726,7.684985,-8.024823
-0.188569,4.19879,-3.400698
-4.075612,4.432693,-0.699974
-8.091447,6.519877,-2.310664
-6.460502,0.35938,2.195955
-7.063021,-2.160981,6.657037
-7.142401,-3.746044,5.799786
1.194993,-2.042613,4.745418
1.102861,-4.979466,7.956926
0.695125,-5.349681,5.857106
4.611816,-6.448365,2.658018
7.638118,-6.501253,-1.497995
